,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
184,2024-12-30,2012-11-05,,,,f,t,t,Entire home,Entire home/apt,2 baths,,t,2024-12-30,2014-12-28,2023-07-24,f,1.0,1.0,59.30263,17.95194,6.0,1.2,1.4,2.0,7.0,28.0,7.0,7.0,28,28.0,0,0,0,0,17.0,0.0,0.0,4.71,4.94,4.82,4.94,5.0,5.0,4.71,1.0,1.0,0.0,0.0
185,2024-12-30,2012-09-27,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$2,490.00",t,2024-12-30,2014-09-29,2023-11-17,f,1.0,1.0,59.33839,18.06491,3.0,1.5,2.0,3.0,5.0,40.0,5.0,5.0,40,40.0,0,0,0,29,9.3,0.0,0.0,4.99,4.99,5.0,4.99,4.99,4.95,4.91,1.0,1.0,0.0,0.0
186,2024-12-30,2013-09-11,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2017-04-16,2022-09-26,f,1.0,1.0,59.33964,18.08023,4.0,1.2,3.0,2.0,2.0,14.0,2.0,2.0,14,14.0,0,0,0,0,9.3,0.0,0.0,4.97,4.98,4.89,4.98,5.0,4.98,4.89,1.0,1.0,0.0,0.0
187,2024-12-30,2014-09-25,,,50%,f,t,t,Entire condo,Entire home/apt,1 bath,$500.00,t,2024-12-30,2018-07-07,2024-07-21,f,1.0,1.0,59.28635,18.11015,4.0,1.0,1.0,2.0,3.0,20.0,3.0,3.0,20,20.0,0,0,0,18,10.0,2.0,0.0,4.8,4.8,4.7,4.8,5.0,4.7,4.8,1.0,1.0,0.0,0.0
188,2024-12-30,2014-09-25,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2017-07-30,2020-11-23,f,1.0,2.0,59.31398,18.08415,2.0,1.2,1.0,2.0,2.0,184.9,2.0,2.0,1125,1125.0,0,0,0,0,9.3,0.0,0.0,4.96,4.98,4.88,4.95,5.0,4.98,4.89,1.0,1.0,0.0,0.0
189,2024-12-30,2014-09-29,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2014-10-05,2022-04-08,f,1.0,1.0,59.34632,18.11412,2.0,1.2,1.0,2.0,3.0,8.0,3.0,3.0,8,8.0,0,0,0,0,18.0,0.0,0.0,4.94,4.83,5.0,5.0,5.0,4.44,4.61,1.0,1.0,0.0,0.0
190,2024-12-30,2013-07-04,within an hour,100%,82%,t,t,t,Private room in rental unit,Private room,1.5 baths,$495.00,t,2024-12-30,2015-01-19,2024-12-05,f,1.0,2.0,59.3346,18.03524,1.0,1.5,1.0,1.0,1.0,184.9,1.0,1.0,1125,1125.0,13,31,61,278,9.3,2.7,0.0,4.84,4.9,4.81,4.84,4.89,4.87,4.82,1.0,1.0,0.0,0.0
191,2024-12-30,2014-10-01,,,0%,f,t,t,Entire home,Entire home/apt,2 baths,"$2,500.00",t,2024-12-30,2016-07-30,2016-07-30,f,1.0,1.0,59.2797,18.07888,5.0,2.0,1.4,5.0,7.0,184.9,7.0,7.0,1125,1125.0,23,53,83,83,1.0,0.0,0.0,4.9,4.9,4.8,5.0,5.0,5.0,4.8,1.0,1.0,0.0,0.0
192,2024-12-30,2014-10-05,within an hour,100%,100%,t,t,t,Entire guesthouse,Entire home/apt,1 bath,$665.00,t,2024-12-30,2015-11-09,2024-11-24,f,1.0,1.0,59.26784,17.98297,2.0,1.0,1.0,2.0,5.0,70.0,5.0,6.0,70,70.0,13,13,32,212,9.3,2.0,0.0,4.52,4.63,4.44,4.78,4.78,4.7,4.56,1.0,1.0,0.0,0.0
193,2024-12-30,2010-09-03,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2016-06-20,2020-11-01,f,1.0,2.0,59.31827,18.02978,2.0,1.2,1.4,2.0,5.0,6.0,5.0,5.0,6,6.0,0,0,0,0,9.3,0.0,0.0,4.8,4.91,4.75,4.91,4.97,4.85,4.72,1.0,1.0,0.0,0.0
194,2024-12-30,2014-10-11,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,500.00",t,2024-12-30,2015-05-12,2015-08-28,f,1.0,1.0,59.27354,18.07057,3.0,1.0,2.0,1.0,1.0,184.9,1.0,1.0,1125,1125.0,30,60,90,365,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,1.0,1.0,0.0,0.0
195,2024-12-30,2014-10-15,within a few hours,100%,85%,f,t,t,Entire home,Entire home/apt,3 baths,"$4,500.00",t,2024-12-30,2015-08-14,2024-08-05,f,2.0,2.0,59.32913,17.97592,3.2,1.2,1.4,6.0,4.0,184.9,4.0,4.0,1125,1125.0,6,6,6,50,50.0,4.0,0.0,4.92,4.88,4.88,4.94,4.98,4.9,4.9,1.0,1.0,0.0,0.0
196,2024-12-30,2014-10-20,within an hour,100%,57%,f,t,t,Entire condo,Entire home/apt,1.5 baths,"$2,500.00",t,2024-12-30,2015-01-25,2024-08-12,f,1.0,1.0,59.30637,18.10411,4.0,1.5,3.0,3.0,6.0,14.0,6.0,6.0,14,14.0,0,0,0,121,42.0,4.0,0.0,4.98,4.86,5.0,4.93,4.98,4.83,4.81,1.0,1.0,0.0,0.0
197,2024-12-30,2014-10-26,within a day,67%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,200.00",t,2024-12-30,,,f,2.0,2.0,59.32156200000001,17.9955947,2.0,1.0,1.0,1.0,1.0,365.0,1.0,1.0,365,365.0,27,57,87,87,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
198,2024-12-30,2014-09-25,a few days or more,0%,50%,f,t,t,Entire condo,Entire home/apt,2 baths,,t,2024-12-30,2015-07-11,2024-07-22,f,1.0,1.0,59.33872,18.06916,6.0,1.2,3.0,2.0,4.0,10.0,4.0,4.0,10,10.0,3,3,3,3,14.0,3.0,0.0,4.79,4.93,4.86,4.9,4.79,5.0,4.64,1.0,1.0,0.0,0.0
199,2024-12-30,2013-07-26,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2016-02-03,2016-11-07,f,1.0,1.0,59.31918,18.07291,2.0,1.2,1.0,2.0,3.0,184.9,3.0,3.0,1125,1125.0,0,0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
200,2024-12-30,2014-11-12,within an hour,100%,92%,t,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$1,000.00",t,2024-12-30,2015-01-11,2024-12-22,f,1.0,1.0,59.331,18.03945,3.0,1.5,2.0,2.0,3.0,184.9,3.0,3.0,1125,1125.0,12,31,38,38,38.0,14.0,0.0,4.79,4.79,4.66,4.76,4.82,4.84,4.59,1.0,1.0,0.0,0.0
201,2024-12-30,2014-11-13,within an hour,100%,100%,f,t,t,Private room in villa,Private room,1.5 baths,$950.00,t,2024-12-30,2014-12-02,2024-12-08,f,2.0,2.0,59.2759,18.00136,1.0,1.5,1.0,1.0,1.0,60.0,1.0,1.0,60,60.0,23,40,40,40,29.0,8.0,0.0,4.97,4.93,5.0,5.0,5.0,5.0,4.93,2.0,1.0,0.0,0.0
202,2024-12-30,2013-12-22,within an hour,100%,69%,f,t,t,Entire condo,Entire home/apt,2 baths,"$3,058.00",t,2024-12-30,2015-01-06,2024-08-13,f,3.0,4.0,59.35263,18.08682,7.0,2.0,1.4,5.0,5.0,184.9,5.0,5.0,1125,1125.0,6,36,66,341,9.3,3.0,0.0,4.72,4.76,4.72,4.85,4.89,4.55,4.78,1.0,1.0,0.0,0.0
203,2024-12-30,2014-11-15,,,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,000.00",t,2024-12-30,2016-07-28,2016-07-28,f,1.0,2.0,59.3414,18.0436,4.0,1.0,2.0,3.0,2.9,700.0,2.7,3.0,700,700.0,27,57,87,300,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.0,1.0,0.0,0.0
204,2024-12-30,2011-09-13,within an hour,100%,99%,t,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2019-04-23,2024-12-07,f,1.3,5.0,59.33707,18.08795,4.0,1.2,1.0,2.0,3.0,30.0,3.0,3.0,30,30.0,0,0,3,3,9.3,2.0,0.0,4.94,4.98,4.94,4.85,4.94,4.96,4.82,1.0,1.0,0.0,0.0
205,2024-12-30,2014-11-30,within a day,100%,100%,t,t,t,Entire condo,Entire home/apt,1.5 baths,,t,2024-12-30,2015-03-30,2024-09-29,t,1.0,1.0,59.314,18.08391,2.0,1.2,1.4,2.0,3.0,50.0,3.0,3.0,1125,1125.0,1,1,1,1,9.3,7.0,0.0,4.94,4.95,4.92,4.87,4.95,5.0,4.83,1.0,1.0,0.0,0.0
206,2024-12-30,2013-05-17,within a day,100%,85%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,541.00",t,2024-12-30,2015-06-16,2024-10-27,f,1.0,1.0,59.314404,18.081444,4.0,1.0,1.0,1.0,4.0,20.0,2.0,4.0,20,20.0,3,3,3,3,9.3,12.0,0.0,4.85,4.93,4.85,4.86,4.93,4.95,4.7,1.0,1.0,0.0,0.0
207,2024-12-30,2014-12-03,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$5,000.00",t,2024-12-30,2014-12-22,2023-08-21,f,1.0,3.0,59.34921,18.05905,2.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,7,7.0,0,0,29,119,18.0,0.0,0.0,4.94,4.89,5.0,4.89,5.0,4.83,4.83,1.0,1.0,0.0,0.0
208,2024-12-30,2014-12-07,,,,f,t,t,Entire rental unit,Entire home/apt,2 baths,,t,2024-12-30,2015-03-10,2018-11-03,f,1.0,1.0,59.307,18.09623,7.0,1.2,1.4,2.0,1.0,184.9,1.0,3.0,1000,1000.0,0,0,0,0,9.3,0.0,0.0,4.91,4.91,4.92,4.97,4.95,4.92,4.83,1.0,1.0,0.0,0.0
209,2024-12-30,2014-12-12,within an hour,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-07-22,2024-08-10,f,2.0,2.0,59.31982,18.03371,5.0,1.2,2.0,2.0,7.0,30.0,7.0,7.0,30,30.0,4,4,4,4,12.0,3.0,0.0,4.83,4.92,4.92,4.92,5.0,4.92,4.83,1.0,1.0,0.0,0.0
210,2024-12-30,2014-12-15,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-01-25,2024-05-20,f,1.0,2.0,59.3185,18.02484,2.0,1.2,1.4,2.0,3.0,184.9,3.0,3.0,1125,1125.0,0,0,0,0,9.3,1.0,0.0,4.78,4.8,4.71,4.86,4.9,4.76,4.59,1.0,1.0,0.0,0.0
211,2024-12-30,2014-12-16,,,,f,t,f,Private room in rental unit,Private room,1.5 baths,,f,2024-12-30,2018-04-15,2023-01-06,f,1.0,3.0,59.29876,18.05582,2.0,1.2,2.0,2.0,4.0,20.0,4.0,4.0,20,20.0,0,0,0,0,11.0,0.0,0.0,4.82,4.82,4.73,5.0,4.73,4.73,4.82,1.0,1.0,0.0,0.0
212,2024-12-30,2012-05-12,within a day,90%,24%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,000.00",t,2024-12-30,2018-07-01,2024-11-24,f,1.0,1.0,59.29675,18.10338,2.0,1.0,1.0,1.0,2.0,184.9,2.0,2.0,1125,1125.0,26,56,84,250,25.0,10.0,0.0,5.0,4.96,4.84,5.0,5.0,4.92,4.92,1.0,1.0,0.0,0.0
213,2024-12-30,2013-04-17,within an hour,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$820.00,t,2024-12-30,2016-02-14,2019-07-21,f,1.0,1.0,59.26592,18.05942,4.0,1.0,2.0,4.0,5.0,14.0,5.0,5.0,14,14.0,0,0,0,28,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.9,4.5,1.0,1.0,0.0,0.0
214,2024-12-30,2015-01-20,,,,f,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2018-09-30,2023-07-09,f,1.0,1.0,59.33366,18.0157,1.0,1.2,1.4,2.0,1.0,7.0,1.0,1.0,7,7.0,0,0,0,0,37.0,0.0,0.0,5.0,4.95,5.0,4.92,5.0,4.97,4.95,1.0,1.0,0.0,0.0
215,2024-12-30,2015-01-20,within a few hours,100%,100%,f,t,t,Private room in condo,Private room,1 shared bath,$670.00,t,2024-12-30,2015-09-02,2024-09-01,f,1.0,2.0,59.34482,17.8878,2.0,1.0,1.0,1.0,2.0,15.0,2.0,2.0,15,15.0,29,59,89,179,32.0,2.0,0.0,4.97,4.97,4.91,4.97,5.0,4.97,5.0,1.0,1.0,0.0,0.0
216,2024-12-30,2015-01-22,,,100%,t,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2015-03-29,2024-10-31,f,1.0,1.0,59.31857,18.03696,3.0,1.2,2.0,2.0,3.0,184.9,3.0,3.0,1125,1125.0,0,0,0,0,9.3,12.0,0.0,4.94,4.96,4.84,4.94,4.99,4.87,4.9,1.0,1.0,0.0,0.0
217,2024-12-30,2015-01-24,,,70%,f,t,t,Entire home,Entire home/apt,2 baths,"$5,057.00",t,2024-12-30,2019-06-30,2024-08-02,f,1.0,1.0,59.27164,18.0876,7.0,2.0,3.0,5.0,3.0,14.0,3.0,3.0,14,14.0,26,56,86,361,13.0,5.0,0.0,4.92,5.0,4.85,4.92,5.0,4.85,4.77,1.0,1.0,0.0,0.0
218,2024-12-30,2015-01-30,,,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,500.00",t,2024-12-30,2015-11-23,2016-11-09,f,1.0,1.0,59.31534,18.0347,3.0,1.0,1.0,2.0,3.0,30.0,3.0,3.0,30,30.0,23,53,83,358,4.0,0.0,0.0,4.75,5.0,4.75,5.0,5.0,4.75,4.75,1.0,1.0,0.0,0.0
219,2024-12-30,2013-08-12,,,100%,f,t,t,Entire home,Entire home/apt,2.5 baths,"$2,150.00",t,2024-12-30,2017-06-25,2024-08-19,f,2.0,3.0,59.29211,17.9223,5.0,1.2,1.4,4.0,5.0,28.0,5.0,5.0,1125,1125.0,0,0,0,30,9.0,3.0,0.0,4.89,4.89,4.89,4.89,5.0,4.9,5.0,1.0,1.0,0.0,0.0
220,2024-12-30,2014-05-30,within an hour,100%,60%,f,t,t,Entire townhouse,Entire home/apt,2 baths,"$1,200.00",t,2024-12-30,2015-04-06,2022-01-02,f,2.0,2.0,59.37677,18.0,3.2,2.0,1.4,5.0,2.0,21.0,2.0,2.0,21,21.0,0,0,0,0,36.0,0.0,0.0,4.94,4.92,4.97,4.86,5.0,4.86,4.92,1.0,1.0,0.0,0.0
221,2024-12-30,2015-02-07,,,,f,t,f,Entire rental unit,Entire home/apt,1 bath,,,2024-12-30,,,f,1.0,1.0,59.30721,18.08785,2.0,1.2,1.0,2.0,1.0,184.9,1.0,1.0,1125,1125.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
222,2024-12-30,2015-01-12,,,55%,f,t,t,Entire condo,Entire home/apt,1 bath,"$1,100.00",t,2024-12-30,2015-03-24,2024-09-08,f,2.0,3.0,59.34482,18.03429,2.0,1.0,1.0,1.0,6.0,184.9,6.0,6.0,1125,1125.0,23,53,83,83,23.0,4.0,0.0,4.74,4.83,4.61,4.65,4.83,4.91,4.65,1.0,1.0,0.0,0.0
223,2024-12-30,2015-02-08,,,,f,t,t,Entire loft,Entire home/apt,2 baths,,t,2024-12-30,2017-08-17,2019-08-19,f,1.0,2.0,59.31791,18.05317,4.0,1.2,2.0,2.0,6.0,19.0,6.0,6.0,19,19.0,0,0,0,0,8.0,0.0,0.0,5.0,5.0,4.5,5.0,4.88,4.88,4.75,1.0,1.0,0.0,0.0
224,2024-12-30,2014-10-31,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,491.00",t,2024-12-30,2015-08-08,2024-08-20,f,1.0,1.0,59.3727,18.0539,2.0,1.0,1.0,1.0,7.0,50.0,7.0,7.0,50,50.0,0,0,0,87,8.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,1.0,0.0,0.0
225,2024-12-30,2015-02-15,,,80%,f,t,t,Entire townhouse,Entire home/apt,2 baths,"$2,000.00",t,2024-12-30,2015-06-11,2024-07-24,f,1.0,1.0,59.27917,18.11881,6.0,2.0,1.4,4.0,5.0,184.9,5.0,5.0,1125,1125.0,0,0,0,212,22.0,3.0,0.0,4.86,4.95,4.82,4.95,5.0,4.71,4.76,1.0,1.0,0.0,0.0
226,2024-12-30,2015-02-15,,,,f,t,t,Entire condo,Entire home/apt,1.5 baths,,t,2024-12-30,2015-09-18,2022-04-07,f,1.0,2.0,59.33519,18.01226,2.0,1.2,1.0,2.0,1.0,184.9,1.0,1.0,1125,1125.0,0,0,0,0,47.0,0.0,0.0,4.7,4.7,4.53,4.72,4.66,4.87,4.57,1.0,1.0,0.0,0.0
227,2024-12-30,2013-08-23,within a day,100%,100%,f,t,t,Entire home,Entire home/apt,3.5 baths,,t,2024-12-30,2015-07-11,2018-04-16,f,2.0,2.0,59.30385,17.96736,3.2,1.2,1.4,2.0,4.0,184.9,4.0,4.0,1125,1125.0,0,0,0,0,6.0,0.0,0.0,4.83,4.83,4.33,5.0,5.0,4.67,4.67,2.0,1.0,0.0,0.0
228,2024-12-30,2015-02-28,within an hour,100%,50%,f,t,t,Entire rental unit,Entire home/apt,3 baths,"$2,999.00",t,2024-12-30,2015-04-11,2024-08-07,f,1.0,1.0,59.31723,18.03132,3.2,1.2,3.0,6.0,5.0,30.0,6.0,6.0,30,30.0,1,1,1,82,17.0,2.0,0.0,4.82,4.76,4.59,5.0,5.0,4.94,4.71,1.0,1.0,0.0,0.0
229,2024-12-30,2015-03-04,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2017-06-11,2022-04-18,f,1.0,1.0,59.27611,18.12659,4.0,1.2,2.0,2.0,2.0,31.0,2.0,2.0,1125,1125.0,0,0,0,0,30.0,0.0,0.0,4.83,4.87,4.77,4.73,4.83,4.6,4.8,1.0,1.0,0.0,0.0
230,2024-12-30,2015-03-05,within an hour,100%,100%,t,t,t,Private room in home,Private room,1 private bath,$500.00,t,2024-12-30,2015-04-21,2024-11-17,f,1.0,3.0,59.30024,17.95386,2.0,1.0,1.0,1.0,2.0,184.9,2.0,2.0,1125,1125.0,26,56,84,339,9.3,2.7,0.0,4.82,4.87,4.9,4.94,4.91,4.82,4.81,1.0,1.0,0.0,0.0
231,2024-12-30,2012-05-03,,,50%,f,t,t,Entire rental unit,Entire home/apt,2 baths,,t,2024-12-30,2015-08-16,2024-08-14,f,2.0,3.0,59.30732,18.06689,5.0,1.2,1.4,2.0,10.0,730.0,2.7,3.0,730,730.0,0,0,0,0,6.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.0,1.0,0.0,0.0
232,2024-12-30,2015-02-22,,,,f,t,f,Private room in bed and breakfast,Private room,1 bath,,t,2024-12-30,2015-05-05,2024-05-19,f,1.0,2.0,59.26551,17.97737,2.0,1.2,1.4,2.0,1.0,30.0,1.0,1.0,30,30.0,0,0,0,0,53.0,1.0,0.0,4.96,4.94,4.88,5.0,5.0,4.96,4.92,1.0,1.0,0.0,0.0
233,2024-12-30,2015-03-12,,,75%,f,t,f,Entire rental unit,Entire home/apt,1 bath,"$1,500.00",t,2024-12-30,2015-08-03,2024-09-01,f,1.0,1.0,59.33383,18.08866,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3,3.0,29,32,32,32,41.0,3.0,0.0,4.59,4.8,4.7,4.83,4.73,5.0,4.48,1.0,1.0,0.0,0.0
234,2024-12-30,2015-02-05,within a few hours,90%,36%,t,t,t,Private room in rental unit,Private room,1 bath,,t,2024-12-30,2015-09-21,2023-05-31,f,1.3,4.0,59.29552,18.10523,1.0,1.2,1.0,2.0,2.9,60.0,2.7,3.0,60,60.0,23,53,83,358,2.0,0.0,0.0,4.5,4.9,4.8,5.0,5.0,4.5,4.5,2.0,1.0,0.0,0.0
235,2024-12-30,2015-03-16,,,57%,f,t,t,Entire condo,Entire home/apt,1.5 baths,,t,2024-12-30,2015-06-29,2024-08-03,f,1.0,1.0,59.31803894042969,18.02950096130371,5.0,1.2,1.4,2.0,3.0,14.0,3.0,3.0,14,14.0,0,0,0,0,15.0,6.0,0.0,4.93,5.0,5.0,4.93,5.0,4.87,4.8,1.0,1.0,0.0,0.0
236,2024-12-30,2015-03-17,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-06-07,2018-07-09,f,1.0,1.0,59.31605,18.03633,5.0,1.2,2.0,2.0,4.0,60.0,4.0,4.0,60,60.0,0,0,0,0,11.0,0.0,0.0,4.91,4.82,4.82,4.91,5.0,5.0,4.91,1.0,1.0,0.0,0.0
237,2024-12-30,2015-03-17,within a day,100%,67%,f,t,t,Entire condo,Entire home/apt,1 bath,"$1,490.00",t,2024-12-30,2015-06-28,2024-09-07,f,1.0,2.0,59.31056,18.05251,2.0,1.0,2.0,0.0,2.9,90.0,2.7,3.0,90,90.0,0,9,9,78,17.0,1.0,0.0,4.88,4.88,4.35,5.0,4.94,4.88,4.75,1.0,1.0,0.0,0.0
238,2024-12-30,2013-03-19,,,20%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-04-19,2024-08-12,f,1.0,1.0,59.32474,18.07026,4.0,1.2,2.0,2.0,2.0,730.0,2.0,2.0,730,730.0,0,0,0,0,36.0,4.0,0.0,4.92,4.97,4.92,5.0,5.0,4.97,4.77,1.0,1.0,0.0,0.0
239,2024-12-30,2012-03-23,,,0%,f,t,t,Entire home,Entire home/apt,2 baths,"$2,294.00",t,2024-12-30,2015-05-02,2023-08-11,f,1.0,3.0,59.28084,17.88999,7.0,2.0,1.4,4.0,3.0,60.0,3.0,3.0,60,60.0,29,59,89,179,18.0,0.0,0.0,4.5,4.83,4.61,4.83,4.89,4.9,4.56,1.0,1.0,0.0,0.0
240,2024-12-30,2015-03-20,within a day,70%,70%,f,t,f,Entire rental unit,Entire home/apt,1 bath,"$1,600.00",t,2024-12-30,2024-11-22,2024-11-30,f,1.0,1.0,59.34471,18.06057,2.0,1.0,1.0,1.0,3.0,120.0,3.0,3.0,120,120.0,11,14,42,42,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
241,2024-12-30,2014-07-30,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,,,f,1.0,1.0,59.30412,18.11362,4.0,1.2,2.0,2.0,2.9,90.0,2.7,3.0,90,90.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
242,2024-12-30,2013-06-26,within a day,100%,21%,f,t,t,Entire villa,Entire home/apt,1.5 baths,"$1,778.00",t,2024-12-30,2015-06-30,2024-07-31,f,2.0,3.0,59.27554,17.98705,5.0,1.5,2.0,2.0,2.0,184.9,2.0,2.0,1125,1125.0,29,59,89,179,42.0,3.0,0.0,4.86,4.9,4.71,4.9,4.93,4.71,4.67,2.0,1.0,0.0,0.0
243,2024-12-30,2015-01-16,within an hour,100%,97%,t,t,t,Entire villa,Entire home/apt,3 baths,"$3,500.00",t,2024-12-30,2022-07-02,2024-09-08,t,1.0,2.0,59.34068,17.98085,6.0,1.2,1.4,4.0,4.0,30.0,4.0,4.0,1125,1125.0,0,0,0,34,37.0,15.0,0.0,5.0,4.92,4.92,4.97,5.0,4.86,4.84,1.0,1.0,0.0,0.0
244,2024-12-30,2015-02-04,within an hour,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$2,600.00",t,2024-12-30,2015-07-14,2023-07-30,f,1.0,1.0,59.32963,18.02948,4.0,1.5,2.0,3.0,6.0,21.0,6.0,6.0,21,21.0,0,0,0,125,10.0,0.0,0.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,1.0,1.0,0.0,0.0
245,2024-12-30,2011-04-03,,,89%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$660.00,t,2024-12-30,2015-06-17,2024-08-14,f,1.0,2.0,59.29981,18.00533,2.0,1.0,1.0,1.0,2.0,30.0,2.0,2.0,30,30.0,0,0,0,117,18.0,6.0,0.0,4.94,5.0,4.83,5.0,4.94,4.89,4.72,1.0,1.0,0.0,0.0
246,2024-12-30,2014-10-12,,,,f,t,f,Entire rental unit,Entire home/apt,1 bath,,,2024-12-30,,,f,1.0,2.0,59.30146,18.00628,2.0,1.2,1.4,2.0,1.0,184.9,1.0,1.0,1125,1125.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
247,2024-12-30,2013-03-27,within an hour,100%,100%,t,t,t,Private room in home,Private room,2 shared baths,$500.00,t,2024-12-30,2015-11-03,2024-12-10,t,3.0,3.0,59.28772,18.12194,3.0,2.0,1.0,3.0,3.0,120.0,3.0,3.0,1125,1125.0,2,9,9,194,9.3,2.7,0.0,4.86,4.86,4.78,4.91,4.9,4.88,4.88,3.0,1.0,0.0,0.0
248,2024-12-30,2013-03-27,within an hour,100%,100%,t,t,t,Private room in home,Private room,2 shared baths,,t,2024-12-30,2016-08-13,2024-09-04,t,3.0,3.0,59.28772,18.12194,3.0,1.2,1.4,2.0,2.0,150.0,3.0,3.0,1125,1125.0,0,0,0,0,9.3,2.7,0.0,4.87,4.88,4.81,4.91,4.9,4.89,4.86,3.0,1.0,0.0,0.0
249,2024-12-30,2013-03-27,within an hour,100%,100%,t,t,t,Private room in home,Private room,2 shared baths,$629.00,t,2024-12-30,2017-03-12,2024-11-27,t,3.0,3.0,59.28772,18.12194,3.0,2.0,1.0,1.0,3.0,120.0,3.0,3.0,1125,1125.0,23,48,76,241,9.3,2.7,0.0,4.86,4.89,4.72,4.93,4.89,4.88,4.84,3.0,1.0,0.0,0.0
250,2024-12-30,2015-02-05,within a few hours,90%,36%,t,t,t,Private room in rental unit,Private room,1 bath,$250.00,t,2024-12-30,2015-06-02,2024-08-31,f,1.3,4.0,59.29614,18.1051,1.0,1.0,1.0,1.0,2.9,184.9,2.7,3.0,1125,1125.0,23,53,83,358,3.0,2.0,0.0,4.67,5.0,4.67,5.0,5.0,5.0,4.33,2.0,1.0,0.0,0.0
251,2024-12-30,2011-01-10,,,100%,t,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-06-28,2024-08-16,f,1.0,1.0,59.315968345080336,18.069937338144488,4.0,1.2,2.0,2.0,3.0,50.0,3.0,3.0,50,50.0,0,0,0,0,9.3,10.0,0.0,4.95,4.95,4.75,4.95,4.96,4.96,4.88,1.0,1.0,0.0,0.0
