,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
2174,2024-12-30,2013-10-17,,,0%,f,t,t,Entire villa,Entire home/apt,2 baths,"$2,900.00",t,2024-12-30,2022-07-30,2023-07-29,f,1.0,1.0,59.34882,17.91297,6.0,2.0,3.0,4.0,3.0,365.0,3.0,3.0,365,365.0,27,57,87,87,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1.0,1.0,0.0,0.0
2175,2024-12-30,2018-06-06,within an hour,100%,97%,t,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-06-29,2024-12-05,f,3.0,5.0,59.33884,18.0879,1.0,1.2,1.4,2.0,6.0,31.0,3.0,6.0,31,31.0,1,1,3,3,19.0,3.0,0.0,4.95,4.95,5.0,4.95,4.95,5.0,4.95,3.0,1.0,0.0,0.0
2176,2024-12-30,2014-07-23,within an hour,100%,80%,f,t,t,Entire villa,Entire home/apt,1.5 baths,"$2,929.00",t,2024-12-30,2022-07-24,2024-08-17,f,1.0,1.0,59.29646,17.95764,7.0,1.5,1.4,4.0,5.0,60.0,5.0,5.0,60,60.0,3,9,11,79,11.0,3.0,0.0,5.0,4.91,4.82,4.91,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2177,2024-12-30,2014-06-14,,,80%,f,t,f,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-07-04,2024-05-31,f,2.0,2.0,59.30746,18.08329,2.0,1.2,1.0,2.0,7.0,30.0,7.0,7.0,30,30.0,0,0,0,0,6.0,2.0,0.0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2178,2024-12-30,2016-12-01,,,0%,f,t,t,Private room in rental unit,Private room,1.5 shared baths,,t,2024-12-30,2022-06-05,2023-08-13,f,2.0,2.0,59.279243,17.966396,2.0,1.2,1.4,2.0,3.0,365.0,3.0,3.0,365,365.0,0,0,0,0,18.0,0.0,0.0,4.89,4.89,4.72,5.0,5.0,4.89,4.94,2.0,1.0,0.0,0.0
2179,2024-12-30,2016-04-04,,,100%,f,t,t,Entire home,Entire home/apt,1.5 baths,,t,2024-12-30,2022-08-14,2024-07-17,f,1.0,1.0,59.27238,18.08379,7.0,1.2,1.4,2.0,6.0,10.0,6.0,6.0,10,10.0,0,0,0,0,3.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2180,2024-12-30,2022-05-15,within an hour,100%,100%,t,t,t,Entire condo,Entire home/apt,1.5 baths,"$3,600.00",t,2024-12-30,2022-06-28,2024-08-09,f,1.0,2.0,59.312538,18.075726,6.0,1.5,1.4,4.0,7.0,31.0,3.0,7.0,1125,1125.0,2,2,2,82,23.0,10.0,0.0,5.0,4.91,4.91,5.0,5.0,5.0,4.83,1.0,1.0,0.0,0.0
2181,2024-12-30,2014-04-11,within an hour,100%,83%,f,t,t,Entire condo,Entire home/apt,1 bath,$956.00,t,2024-12-30,2024-08-03,2024-08-14,f,2.0,5.0,59.30602957235576,17.964033060599412,4.0,1.0,2.0,2.0,4.0,60.0,1.0,4.0,60,60.0,3,9,12,43,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2182,2024-12-30,2013-05-26,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2022-08-03,2022-08-03,f,1.0,1.0,59.33823,18.05403,3.0,1.2,2.0,2.0,2.9,30.0,2.7,3.0,30,30.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.0,1.0,0.0,0.0
2183,2024-12-30,2022-05-13,within a day,50%,0%,f,f,t,Private room in condo,Private room,1 shared bath,,t,2024-12-30,2022-08-22,2022-08-22,f,1.0,1.0,59.29202,18.11039,2.0,1.2,1.4,2.0,1.0,184.9,1.0,1.0,1125,1125.0,29,59,89,363,1.0,0.0,0.0,4.9,4.9,4.8,5.0,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2184,2024-12-30,2015-08-05,within a few hours,100%,100%,f,t,t,Entire condo,Entire home/apt,1.5 baths,"$2,000.00",t,2024-12-30,2022-07-11,2024-08-18,t,1.0,1.0,59.31798,18.05612,4.0,1.5,2.0,3.0,2.9,70.0,2.7,3.0,1125,1125.0,0,27,57,59,8.0,3.0,0.0,5.0,5.0,5.0,4.88,5.0,4.88,4.75,1.0,1.0,0.0,0.0
2185,2024-12-30,2020-06-05,within an hour,100%,83%,t,t,t,Private room in condo,Private room,1 shared bath,"$1,121.00",t,2024-12-30,2022-08-14,2024-11-26,f,1.0,2.0,59.345943,18.033995,2.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,60,60.0,30,60,90,180,26.0,2.7,0.0,4.96,5.0,4.96,4.96,4.96,4.96,4.92,1.0,1.0,0.0,0.0
2186,2024-12-30,2020-08-10,,,,f,f,t,Private room in condo,Private room,1 private bath,,t,2024-12-30,2022-06-22,2022-08-09,f,1.0,1.0,59.281464,18.013889,4.0,1.2,3.0,2.0,2.0,14.0,2.0,2.0,14,14.0,0,0,0,0,6.0,0.0,0.0,5.0,5.0,4.83,4.67,5.0,4.83,5.0,1.0,1.0,0.0,0.0
2187,2024-12-30,2015-07-02,a few days or more,0%,23%,f,t,f,Entire condo,Entire home/apt,2 baths,"$3,449.00",t,2024-12-30,2023-08-07,2024-08-18,f,3.0,3.0,59.36003,18.09405,3.2,2.0,1.4,5.0,7.0,365.0,2.0,7.0,365,365.0,10,27,44,308,3.0,1.0,0.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2188,2024-12-30,2017-08-08,,,,f,t,f,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-06-05,2022-08-25,f,1.0,1.0,59.336609,18.022364,4.0,1.2,1.0,2.0,1.0,184.9,1.0,1.0,1125,1125.0,0,0,0,0,7.0,0.0,0.0,5.0,4.86,4.71,5.0,5.0,4.71,4.86,1.0,1.0,0.0,0.0
2189,2024-12-30,2015-12-15,within a day,50%,38%,f,t,t,Entire condo,Entire home/apt,1 bath,"$1,300.00",t,2024-12-30,2022-06-12,2024-06-29,f,1.0,2.0,59.33326,18.08599,2.0,1.0,1.0,1.0,3.0,365.0,3.0,3.0,365,365.0,29,59,89,364,10.0,2.0,0.0,4.6,4.6,4.4,4.9,4.7,4.9,4.4,1.0,1.0,0.0,0.0
2190,2024-12-30,2016-02-06,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,$400.00,t,2024-12-30,2022-06-14,2024-12-21,t,1.0,1.0,59.25283,18.10446,2.0,1.5,1.0,1.0,2.0,365.0,2.0,2.0,365,365.0,10,10,23,25,9.3,2.7,0.0,4.77,4.68,4.56,4.9,4.95,4.77,4.84,1.0,1.0,0.0,0.0
2191,2024-12-30,2012-03-03,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-08-12,2023-09-17,f,1.0,3.0,59.33844,18.03631,3.0,1.2,1.0,2.0,4.0,14.0,4.0,4.0,14,14.0,0,0,0,0,3.0,0.0,0.0,4.67,5.0,5.0,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0
2192,2024-12-30,2014-11-18,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-06-14,2022-06-19,t,1.0,4.0,59.31662,18.02927,3.0,1.2,1.0,2.0,1.0,365.0,1.0,1.0,365,365.0,0,0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2193,2024-12-30,2014-11-19,,,,f,t,t,Entire townhouse,Entire home/apt,2 baths,,t,2024-12-30,,,f,1.0,3.0,59.3218063647281,17.989356139791756,6.0,1.2,3.0,2.0,10.0,21.0,2.7,3.0,1125,1125.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2194,2024-12-30,2017-05-04,,,94%,f,t,t,Entire home,Entire home/apt,1 bath,$990.00,t,2024-12-30,2022-05-31,2024-10-06,f,2.0,3.0,59.294518,17.95603,2.0,1.0,1.0,2.0,3.0,7.0,3.0,3.0,1125,1125.0,19,49,79,79,9.3,2.7,0.0,4.96,4.96,4.93,4.99,4.94,4.8,4.9,2.0,1.0,0.0,0.0
2195,2024-12-30,2014-10-28,within an hour,100%,82%,f,t,t,Entire condo,Entire home/apt,1.5 baths,"$3,000.00",t,2024-12-30,2022-08-02,2024-07-18,f,3.0,1.8,59.32011,18.05666,4.0,1.5,1.0,2.0,2.0,30.0,2.0,2.0,30,30.0,6,6,10,105,16.0,2.0,0.0,4.88,4.81,4.94,5.0,5.0,5.0,4.63,1.0,1.0,0.0,0.0
2196,2024-12-30,2022-05-21,,,,f,t,t,Entire villa,Entire home/apt,1.5 baths,,t,2024-12-30,2022-07-13,2022-12-25,f,1.0,1.0,59.35807,17.912699,4.0,1.2,3.0,2.0,3.0,365.0,3.0,3.0,365,365.0,0,0,0,0,4.0,0.0,0.0,5.0,4.75,5.0,4.75,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2197,2024-12-30,2016-07-21,within an hour,100%,95%,t,t,t,Entire condo,Entire home/apt,1.5 baths,$767.00,t,2024-12-30,2022-08-02,2024-12-27,f,1.0,2.0,59.316853,18.029814,2.0,1.5,1.0,2.0,2.0,14.0,2.0,3.0,1125,1125.0,10,35,48,48,9.3,2.7,0.0,4.96,4.95,4.9,4.95,5.0,4.89,4.89,1.0,1.0,0.0,0.0
2198,2024-12-30,2022-05-22,within an hour,90%,54%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2022-06-10,2024-12-01,f,1.0,3.0,59.34537715690436,18.05455088013477,4.0,1.2,2.0,2.0,2.0,184.9,2.0,2.0,1125,1125.0,24,54,84,168,9.3,2.7,0.0,4.61,4.6,4.51,4.82,4.84,4.84,4.63,1.0,1.0,0.0,0.0
2199,2024-12-30,2011-01-02,within an hour,100%,60%,f,t,f,Entire villa,Entire home/apt,3 baths,"$1,699.00",t,2024-12-30,2022-07-24,2024-08-10,f,1.0,2.0,59.28461,18.02898,6.0,1.2,1.4,5.0,5.0,30.0,5.0,5.0,1125,1125.0,0,0,0,168,5.0,2.0,0.0,5.0,5.0,4.6,5.0,5.0,4.8,4.8,1.0,1.0,0.0,0.0
2200,2024-12-30,2013-05-02,,,83%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-06-20,2024-07-29,f,1.0,2.0,59.32314,17.98769,5.0,1.2,1.4,2.0,3.0,365.0,3.0,3.0,365,365.0,0,0,0,0,14.0,3.0,0.0,4.93,5.0,5.0,4.86,4.93,4.93,4.79,1.0,1.0,0.0,0.0
2201,2024-12-30,2014-08-18,,,75%,f,t,t,Entire loft,Entire home/apt,2 baths,,t,2024-12-30,2022-06-11,2024-08-31,f,1.0,3.0,59.31261,18.09047,4.0,1.2,2.0,2.0,9.0,365.0,2.7,9.0,365,365.0,0,0,0,0,15.0,7.0,0.0,5.0,5.0,5.0,4.93,5.0,4.87,4.93,1.0,1.0,0.0,0.0
2202,2024-12-30,2015-07-09,,,,f,t,t,Private room in condo,Private room,1 shared bath,,t,2024-12-30,,,f,2.0,3.0,59.27383,18.06949,3.0,1.2,1.4,2.0,1.0,365.0,1.0,1.0,365,365.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,2.0,1.0,0.0,0.0
2203,2024-12-30,2018-05-21,,,94%,t,t,t,Entire villa,Entire home/apt,2.5 baths,"$2,200.00",t,2024-12-30,2022-06-29,2023-08-03,f,2.0,2.0,59.35452,17.90084,5.0,1.2,1.4,4.0,6.0,184.9,6.0,6.0,1125,1125.0,0,0,0,182,4.0,0.0,0.0,5.0,4.75,5.0,5.0,5.0,4.5,5.0,1.0,1.0,0.0,0.0
2204,2024-12-30,2018-06-06,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-07-18,2022-07-18,f,1.0,2.0,59.315437,18.082386,2.0,1.2,1.0,2.0,2.0,10.0,2.0,2.0,10,10.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,1.0,1.0,0.0,0.0
2205,2024-12-30,2016-04-25,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-08-01,2022-08-01,f,2.0,2.0,59.314827,18.062883,5.0,1.2,2.0,2.0,2.0,10.0,2.0,2.0,1125,1125.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2206,2024-12-30,2015-02-12,within a day,100%,33%,f,t,t,Entire villa,Entire home/apt,3 baths,"$3,995.00",t,2024-12-30,2022-07-19,2023-07-17,f,1.0,1.0,59.339638,17.967218,3.2,1.2,1.4,6.0,5.0,365.0,5.0,5.0,365,365.0,23,53,83,358,5.0,0.0,0.0,5.0,4.8,5.0,5.0,5.0,4.8,4.6,1.0,1.0,0.0,0.0
2207,2024-12-30,2020-11-08,within a day,83%,33%,f,t,t,Entire condo,Entire home/apt,1 bath,"$1,329.00",t,2024-12-30,2022-07-18,2024-07-23,f,1.0,1.0,59.3579,18.0,5.0,1.0,2.0,2.0,2.0,21.0,2.0,2.0,21,21.0,0,27,57,147,3.0,1.0,0.0,4.67,4.67,4.67,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0
2208,2024-12-30,2013-04-25,within a day,90%,70%,t,t,t,Entire condo,Entire home/apt,1 bath,"$1,500.00",t,2024-12-30,2022-07-26,2024-09-01,f,3.0,1.8,59.30094,17.9997,4.0,1.0,2.0,2.0,2.9,365.0,3.0,3.0,365,365.0,15,15,15,105,3.0,1.0,0.0,5.0,5.0,4.33,5.0,5.0,4.9,4.67,1.0,1.0,0.0,0.0
2209,2024-12-30,2019-04-26,,,86%,f,t,t,Entire condo,Entire home/apt,1.5 baths,"$3,000.00",t,2024-12-30,2022-07-18,2024-08-23,f,1.0,1.0,59.311977,18.060532,4.0,1.5,2.0,3.0,5.0,14.0,2.0,5.0,14,14.0,0,0,0,215,10.0,3.0,0.0,4.6,4.9,4.5,4.9,5.0,4.9,4.5,1.0,1.0,0.0,0.0
2210,2024-12-30,2015-10-09,,,100%,f,t,t,Entire villa,Entire home/apt,2.5 baths,,t,2024-12-30,2022-07-21,2024-07-14,f,1.0,3.0,59.28721,18.05912,6.0,1.2,3.0,2.0,6.0,365.0,6.0,6.0,365,365.0,0,0,0,0,12.0,3.0,0.0,5.0,4.75,4.92,4.92,5.0,4.92,4.92,1.0,1.0,0.0,0.0
2211,2024-12-30,2013-07-10,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,300.00",t,2024-12-30,2022-09-26,2022-09-26,f,1.0,1.8,59.32474,18.07628,3.0,1.0,2.0,3.0,2.9,184.9,2.7,3.0,1125,1125.0,12,42,72,347,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2212,2024-12-30,2020-06-23,within a day,50%,11%,f,t,t,Entire condo,Entire home/apt,1 bath,"$1,000.00",t,2024-12-30,2022-07-19,2023-08-26,f,3.0,3.0,59.30222,17.98824,2.0,1.0,2.0,2.0,3.0,365.0,3.0,3.0,365,365.0,28,58,58,272,3.0,0.0,0.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2213,2024-12-30,2016-01-13,,,,f,t,t,Entire villa,Entire home/apt,2.5 baths,,t,2024-12-30,2022-07-08,2023-07-12,f,1.0,1.0,59.29678,17.96398,3.2,1.2,3.0,2.0,5.0,365.0,5.0,5.0,365,365.0,0,0,0,0,4.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,4.75,4.75,1.0,1.0,0.0,0.0
2214,2024-12-30,2015-12-03,,,100%,f,t,t,Entire townhouse,Entire home/apt,2.5 baths,"$2,500.00",t,2024-12-30,2022-07-04,2024-08-08,f,1.0,1.0,59.29395,17.94499,7.0,1.2,1.4,4.0,4.0,14.0,4.0,4.0,14,14.0,0,0,19,294,5.0,1.0,0.0,5.0,4.8,4.8,4.8,5.0,4.6,5.0,1.0,1.0,0.0,0.0
2215,2024-12-30,2018-06-08,within a day,75%,0%,f,t,t,Entire villa,Entire home/apt,1 bath,"$2,800.00",,2024-12-30,,,f,1.0,1.0,59.365799,18.0,3.2,1.0,1.4,1.0,1.0,8.0,1.0,1.0,8,8.0,28,58,88,363,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2216,2024-12-30,2022-05-27,within an hour,100%,100%,t,t,t,Entire condo,Entire home/apt,1 bath,"$1,257.00",t,2024-12-30,2022-06-30,2024-12-09,f,1.0,1.0,59.26936,18.02873,2.0,1.0,1.0,2.0,2.0,365.0,2.0,2.0,365,365.0,27,57,87,362,24.0,15.0,0.0,4.92,4.88,5.0,4.88,4.88,4.67,4.83,1.0,1.0,0.0,0.0
2217,2024-12-30,2016-02-25,within an hour,100%,89%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,389.00",t,2024-12-30,2022-06-06,2024-12-26,f,1.3,1.8,59.346771,18.094463,4.0,1.0,2.0,2.0,3.0,365.0,2.0,5.0,365,365.0,14,29,50,156,9.3,2.7,0.0,4.63,4.42,4.84,4.88,4.76,4.59,4.43,1.2,1.0,0.0,0.0
2218,2024-12-30,2015-02-21,within an hour,100%,90%,f,t,t,Entire villa,Entire home/apt,1 bath,"$2,100.00",t,2024-12-30,2022-06-19,2023-08-14,f,3.0,4.0,59.29943,17.99013,6.0,1.0,3.0,4.0,4.0,20.0,4.0,4.0,20,20.0,28,58,88,88,10.0,0.0,0.0,4.7,4.8,4.3,5.0,5.0,4.5,4.7,2.0,1.0,0.0,0.0
2219,2024-12-30,2017-02-05,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2022-07-25,2022-07-25,f,1.0,1.0,59.265072,18.055796,2.0,1.2,2.0,2.0,4.0,25.0,4.0,4.0,25,25.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2220,2024-12-30,2017-01-06,,,,f,t,t,Entire villa,Entire home/apt,1.5 baths,"$2,500.00",t,2024-12-30,,,f,1.0,1.0,59.367851,18.0,4.0,1.5,3.0,3.0,5.0,7.0,5.0,5.0,7,7.0,30,60,90,90,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2221,2024-12-30,2017-12-06,within an hour,100%,100%,f,t,t,Entire condo,Entire home/apt,2 baths,"$2,868.00",t,2024-12-30,2022-06-10,2024-12-01,f,2.0,2.0,59.32287,18.0698,6.0,2.0,3.0,4.0,2.0,365.0,1.0,2.0,1125,1125.0,15,43,66,310,9.3,2.7,0.0,4.63,4.75,4.72,4.7,4.9,4.93,4.68,2.0,1.0,0.0,0.0
2222,2024-12-30,2016-09-06,within a few hours,100%,50%,t,t,t,Entire townhouse,Entire home/apt,1.5 baths,"$2,800.00",t,2024-12-30,2022-06-28,2024-08-26,f,2.0,2.0,59.29201,17.97831,6.0,1.5,1.4,6.0,2.0,365.0,2.0,2.0,365,365.0,4,10,13,163,24.0,7.0,0.0,4.96,5.0,4.96,5.0,5.0,4.67,4.88,1.0,1.0,0.0,0.0
2223,2024-12-30,2022-05-30,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,,,f,1.0,1.0,59.3408,18.0609,2.0,1.2,1.0,2.0,8.0,16.0,8.0,8.0,16,16.0,0,0,0,0,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2224,2024-12-30,2022-04-16,within a day,100%,78%,f,t,t,Entire villa,Entire home/apt,2.5 baths,"$2,379.00",t,2024-12-30,2022-07-06,2024-08-12,f,1.0,2.0,59.27048,18.14328,6.0,1.2,1.4,5.0,4.0,16.0,4.0,4.0,16,16.0,0,0,0,77,17.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,4.88,4.82,1.0,1.0,0.0,0.0
2225,2024-12-30,2016-09-16,,,86%,f,t,t,Entire condo,Entire home/apt,1.5 baths,"$1,400.00",t,2024-12-30,2022-09-17,2024-05-19,f,1.0,1.0,59.34813,18.06495,2.0,1.5,1.0,1.0,1.0,9.0,1.0,1.0,9,9.0,0,0,0,1,36.0,2.0,0.0,4.92,4.94,4.81,5.0,5.0,4.83,4.75,1.0,1.0,0.0,0.0
2226,2024-12-30,2014-07-17,within an hour,100%,75%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-07-01,2024-08-25,f,1.0,1.0,59.29671,17.97911,2.0,1.2,1.4,2.0,3.0,80.0,3.0,3.0,80,80.0,2,2,2,2,14.0,6.0,0.0,4.79,4.86,4.21,4.86,4.86,4.79,4.79,1.0,1.0,0.0,0.0
2227,2024-12-30,2016-02-25,within an hour,100%,89%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$688.00,t,2024-12-30,2022-06-07,2024-12-11,f,1.3,1.8,59.329899,17.999477,4.0,1.0,0.0,2.0,1.0,365.0,2.0,5.0,365,365.0,27,57,87,107,9.3,2.7,0.0,4.55,4.6,4.58,4.76,4.75,4.65,4.48,1.2,1.0,0.0,0.0
2228,2024-12-30,2018-04-05,,,,f,t,t,Private room in bed and breakfast,Private room,1.5 shared baths,,t,2024-12-30,2022-06-05,2022-09-08,f,1.0,1.0,59.31691,18.03113,1.0,1.2,1.4,2.0,1.0,7.0,1.0,1.0,7,7.0,0,0,0,0,14.0,0.0,0.0,4.93,4.93,4.64,5.0,4.93,4.86,4.86,1.0,1.0,0.0,0.0
2229,2024-12-30,2017-05-16,,,100%,f,t,f,Private room in rental unit,Private room,1 shared bath,$700.00,t,2024-12-30,2022-06-30,2024-09-01,f,1.0,2.0,59.35407,18.08966,1.0,1.0,1.0,1.0,10.0,180.0,2.7,3.0,1125,1125.0,30,60,90,90,6.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2230,2024-12-30,2013-12-07,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,$900.00,t,2024-12-30,,,f,1.0,3.0,59.25649,18.11507,4.0,1.5,2.0,2.0,2.9,30.0,2.7,3.0,30,30.0,23,53,83,358,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1.0,1.0,0.0,0.0
2231,2024-12-30,2012-05-29,within a few hours,100%,100%,f,t,t,Entire condo,Entire home/apt,2 baths,"$2,000.00",t,2024-12-30,2024-07-03,2024-07-03,f,1.0,1.0,59.3083043918586,18.00611823656025,4.0,2.0,2.0,3.0,3.0,28.0,3.0,3.0,28,28.0,1,6,8,8,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2232,2024-12-30,2018-02-12,,,,,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-06-30,2022-08-07,f,2.0,3.0,59.29668,18.07872,4.0,1.2,2.0,2.0,2.0,7.0,2.0,2.0,1125,1125.0,0,0,0,0,3.0,0.0,0.0,4.9,4.67,4.67,4.67,4.67,4.9,4.67,1.0,1.0,0.0,0.0
2233,2024-12-30,2013-02-04,within an hour,100%,99%,t,t,t,Private room in rental unit,Private room,1 shared bath,$689.00,t,2024-12-30,2023-10-10,2024-12-11,t,3.0,3.0,59.33763,18.08023,1.0,1.0,1.0,1.0,2.0,365.0,2.0,2.0,365,365.0,15,29,47,227,53.0,2.7,0.0,4.96,4.98,4.91,4.98,4.98,4.96,5.0,2.0,1.0,0.0,0.0
2234,2024-12-30,2014-10-21,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2022-06-12,2023-11-20,f,1.0,5.0,59.30207092912819,18.0051464214921,2.0,1.2,1.0,2.0,2.0,90.0,2.0,5.0,1125,1125.0,0,0,0,0,9.3,0.0,0.0,4.84,4.9,4.81,4.66,4.91,4.81,4.78,1.0,1.0,0.0,0.0
2235,2024-12-30,2015-12-05,within a day,100%,82%,f,t,t,Entire condo,Entire home/apt,2 baths,"$2,314.00",t,2024-12-30,2022-07-01,2024-08-17,f,1.0,1.0,59.31423,17.99543,6.0,2.0,3.0,3.0,4.0,365.0,4.0,4.0,365,365.0,26,56,86,331,17.0,5.0,0.0,4.65,4.65,4.59,4.9,4.82,4.59,4.47,1.0,1.0,0.0,0.0
2236,2024-12-30,2020-03-01,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2022-06-20,2023-07-30,f,1.0,1.0,59.3016689,18.0010826,2.0,1.2,1.0,2.0,5.0,14.0,5.0,5.0,1125,1125.0,0,0,0,0,6.0,0.0,0.0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2237,2024-12-30,2022-06-04,,,,f,t,f,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2022-07-03,2022-07-30,f,1.0,1.0,59.32805,18.00548,2.0,1.2,1.0,2.0,4.0,6.0,4.0,4.0,6,6.0,0,0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
2238,2024-12-30,2018-06-04,,,20%,f,t,t,Private room in rental unit,Private room,1.5 baths,$500.00,t,2024-12-30,2023-02-12,2024-05-20,f,1.0,1.0,59.2693,18.05158,1.0,1.5,1.0,1.0,1.0,10.0,1.0,1.0,10,10.0,28,58,88,363,5.0,1.0,0.0,5.0,5.0,4.6,5.0,5.0,4.6,4.8,1.0,1.0,0.0,0.0
2239,2024-12-30,2011-08-04,within a few hours,100%,55%,f,t,t,Entire townhouse,Entire home/apt,2.5 baths,"$3,227.00",t,2024-12-30,2022-07-15,2024-10-06,f,1.0,1.0,59.37481,18.0,6.0,1.2,1.4,4.0,2.0,15.0,2.0,2.0,15,15.0,23,53,83,169,10.0,3.0,0.0,5.0,5.0,5.0,4.9,5.0,4.9,5.0,1.0,1.0,0.0,0.0
2240,2024-12-30,2017-06-04,within a few hours,80%,68%,f,t,t,Private room in townhouse,Private room,1 private bath,$965.00,t,2024-12-30,,,f,3.0,4.0,59.26538,18.02952,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,21,21.0,28,58,88,88,0.0,0.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.8,3.0,1.0,0.0,0.0
2241,2024-12-30,2013-12-04,,,20%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2022-06-21,2024-10-31,f,1.0,4.0,59.31398,18.07545,3.0,1.2,1.0,2.0,7.0,60.0,7.0,7.0,60,60.0,0,0,0,0,8.0,2.0,0.0,5.0,4.88,4.63,4.75,5.0,5.0,4.88,1.0,1.0,0.0,0.0
